resultId,number,positionText,positionOrder,laps,time,milliseconds,rank,fastestLapTime
544,18,R,22,0,\N,\N,\N,\N
545,6,1,1,59,1:21:43.074,4903074,1,1:20.638
546,1,2,2,59,+2.459,4905533,3,1:21.117
547,2,3,3,59,+39.373,4942447,4,1:21.675
548,10,4,4,59,+53.319,4956393,6,1:22.105
549,5,5,5,59,+54.063,4957137,2,1:20.858
550,9,6,6,59,+56.336,4959410,5,1:21.991
551,4,7,7,58,\N,\N,9,1:22.552
552,3,8,8,58,\N,\N,7,1:22.136
553,8,9,9,58,\N,\N,13,1:23.387
554,7,10,10,58,\N,\N,16,1:23.581
555,14,11,11,58,\N,\N,12,1:23.118
556,16,12,12,58,\N,\N,11,1:22.896
557,17,13,13,58,\N,\N,10,1:22.693
558,22,14,14,57,\N,\N,14,1:23.413
559,21,15,15,57,\N,\N,21,1:24.390
560,18,16,16,53,\N,\N,17,1:23.628
561,12,R,17,43,\N,\N,18,1:23.708
562,23,R,18,35,\N,\N,20,1:24.144
563,19,R,19,29,\N,\N,15,1:23.570
564,11,R,20,22,\N,\N,8,1:22.510
565,20,R,21,16,\N,\N,22,1:25.015
566,15,R,22,8,\N,\N,19,1:23.767
567,1,1,1,60,2:06:26.358,7586358,2,1:33.231
568,5,2,2,60,+8.155,7594513,1,1:32.853
569,15,3,3,60,+1:05.674,7652032,8,1:34.449
570,17,4,4,60,+1:05.937,7652295,5,1:34.235
571,14,5,5,60,+1:13.656,7660014,6,1:34.316
572,9,6,6,60,+1:20.298,7666656,7,1:34.354
573,10,7,7,60,+1:22.415,7668773,9,1:34.451
574,4,8,8,59,\N,\N,11,1:34.603
575,2,9,9,59,\N,\N,3,1:33.401
576,3,10,10,59,\N,\N,12,1:34.893
577,8,11,11,59,\N,\N,14,1:35.632
578,23,12,12,59,\N,\N,13,1:35.282
579,12,13,13,59,\N,\N,10,1:34.496
580,6,R,14,34,\N,\N,4,1:33.904
581,22,R,15,19,\N,\N,16,1:37.401
582,11,R,16,18,\N,\N,15,1:36.195
583,21,R,17,13,\N,\N,17,1:42.783
584,7,R,18,2,\N,\N,18,2:20.041
585,20,R,19,2,\N,\N,19,2:25.798
586,16,R,20,2,\N,\N,20,2:50.950
587,19,R,21,2,\N,\N,21,3:01.900
588,18,R,22,2,\N,\N,22,3:22.300
589,2,1,1,70,1:35:52.991,5752991,2,1:20.171
590,6,2,2,70,+0.715,5753706,1,1:20.047
591,9,3,3,70,+43.129,5796120,5,1:20.582
592,1,4,4,70,+44.858,5797849,3,1:20.324
593,10,5,5,70,+47.616,5800607,4,1:20.419
594,11,6,6,70,+50.669,5803660,9,1:20.961
595,16,7,7,70,+59.139,5812130,6,1:20.672
596,4,8,8,70,+1:08.104,5821095,8,1:20.935
597,15,9,9,70,+1:16.331,5829322,7,1:20.915
598,12,10,10,69,\N,\N,12,1:21.253
599,14,11,11,69,\N,\N,14,1:21.553
600,3,12,12,69,\N,\N,15,1:21.695
601,5,13,13,69,\N,\N,11,1:20.981
602,17,14,14,69,\N,\N,13,1:21.264
603,22,15,15,69,\N,\N,10,1:20.980
604,19,16,16,69,\N,\N,16,1:21.915
605,20,17,17,68,\N,\N,19,1:22.263
606,8,18,18,68,\N,\N,17,1:22.004
607,18,R,19,42,\N,\N,20,1:22.410
608,23,R,20,41,\N,\N,18,1:22.166
609,7,R,21,35,\N,\N,21,1:22.906
610,21,R,22,4,\N,\N,22,1:26.741
611,5,1,1,58,1:26:42.161,5202161,2,1:27.922
612,6,2,2,58,+2.275,5204436,1,1:27.295
613,1,3,3,58,+26.181,5228342,4,1:28.070
614,9,4,4,58,+39.674,5241835,5,1:28.319
615,2,5,5,58,+45.085,5247246,3,1:27.963
616,4,6,6,58,+46.169,5248330,7,1:28.603
617,16,7,7,58,+55.778,5257939,6,1:28.536
618,10,8,8,58,+56.707,5258868,11,1:28.918
619,3,9,9,58,+59.491,5261652,9,1:28.793
620,14,10,10,58,+1:11.009,5273170,13,1:29.068
621,17,11,11,58,+1:19.628,5281789,8,1:28.737
622,11,12,12,57,\N,\N,12,1:28.924
623,7,13,13,57,\N,\N,10,1:28.873
624,23,14,14,57,\N,\N,17,1:29.658
625,18,15,15,57,\N,\N,16,1:29.563
626,12,16,16,57,\N,\N,14,1:29.459
627,8,17,17,57,\N,\N,15,1:29.513
628,22,18,18,57,\N,\N,18,1:29.916
629,19,19,19,57,\N,\N,19,1:29.983
630,21,20,20,56,\N,\N,22,1:30.951
631,20,21,21,53,\N,\N,20,1:30.617
632,15,R,22,9,\N,\N,21,1:30.808
633,1,1,1,53,1:18:37.806,4717806,1,1:22.871
634,2,2,2,53,+6.062,4723868,2,1:22.936
635,6,3,3,53,+27.325,4745131,3,1:23.370
636,9,4,4,53,+56.562,4774368,4,1:23.681
637,10,5,5,53,+1:00.558,4778364,5,1:23.908
638,16,6,6,53,+1:05.810,4783616,8,1:24.472
639,4,7,7,53,+1:06.751,4784557,7,1:24.226
640,7,8,8,53,+1:02.168,4779974,9,1:24.532
641,15,9,9,53,+1:05.879,4783685,13,1:24.824
642,8,10,10,53,+1:06.958,4784764,12,1:24.767
643,12,11,11,53,+1:07.736,4785542,10,1:24.622
644,3,12,12,52,\N,\N,14,1:24.849
645,17,13,13,52,\N,\N,16,1:25.000
646,23,14,14,52,\N,\N,17,1:25.116
647,11,15,15,52,\N,\N,15,1:24.951
648,22,16,16,52,\N,\N,11,1:24.669
649,18,17,17,52,\N,\N,19,1:25.373
650,19,18,18,52,\N,\N,18,1:25.313
651,20,19,19,52,\N,\N,20,1:25.377
652,21,20,20,52,\N,\N,21,1:25.478
653,5,R,21,10,\N,\N,6,1:23.971
654,14,R,22,1,\N,\N,\N,\N
655,6,1,1,44,1:20:39.066,4839066,2,1:48.095
656,5,2,2,44,+4.695,4843761,1,1:48.036
657,1,3,3,44,+14.343,4853409,3,1:48.182
658,2,4,4,44,+23.615,4862681,4,1:48.215
659,9,5,5,44,+51.879,4890945,5,1:48.663
660,16,6,6,44,+1:16.876,4915942,9,1:49.769
661,15,7,7,44,+1:20.639,4919705,11,1:50.049
662,4,8,8,44,+1:25.106,4924172,8,1:49.600
663,10,9,9,44,+1:25.661,4924727,6,1:48.894
664,11,10,10,44,+1:28.574,4927640,10,1:50.022
665,12,11,11,44,+1:43.653,4942719,7,1:48.990
666,18,12,12,43,\N,\N,13,1:50.730
667,8,13,13,43,\N,\N,12,1:50.678
668,20,14,14,43,\N,\N,15,1:50.902
669,22,15,15,43,\N,\N,14,1:50.886
670,23,16,16,43,\N,\N,19,1:51.391
671,21,17,17,43,\N,\N,20,1:51.648
672,7,R,18,36,\N,\N,16,1:51.141
673,17,R,19,34,\N,\N,18,1:51.270
674,14,R,20,29,\N,\N,17,1:51.156
675,19,R,21,8,\N,\N,21,1:52.724
676,3,R,22,1,\N,\N,\N,\N
677,2,1,1,67,2:00:34.579,7234579,1,1:28.193
678,4,2,2,67,+8.377,7242956,9,1:29.655
679,6,3,3,67,+9.478,7244057,8,1:29.619
680,14,4,4,67,+20.297,7254876,11,1:30.086
681,3,5,5,67,+38.864,7273443,12,1:30.387
682,5,6,6,67,+49.042,7283621,7,1:29.588
683,10,7,7,67,+49.285,7283864,4,1:29.021
684,20,8,8,67,+1:00.129,7294708,18,1:31.891
685,18,9,9,67,+1:20.622,7315201,13,1:30.653
686,8,10,10,67,+1:28.342,7322921,15,1:31.060
687,7,11,11,66,\N,\N,19,1:31.951
688,21,12,12,66,\N,\N,20,1:32.130
689,12,13,13,66,\N,\N,21,1:32.414
690,9,14,14,65,\N,\N,6,1:29.084
691,22,15,15,65,\N,\N,16,1:31.507
692,11,R,16,55,\N,\N,14,1:30.865
693,23,R,17,54,\N,\N,17,1:31.803
694,16,R,18,49,\N,\N,10,1:29.926
695,19,R,19,46,\N,\N,5,1:29.057
696,15,R,20,45,\N,\N,3,1:28.940
697,1,R,21,41,\N,\N,2,1:28.511
698,17,R,22,19,\N,\N,22,2:05.636
699,6,1,1,56,1:37:58.395,5878395,3,1:38.285
700,1,2,2,56,+9.806,5888201,2,1:37.991
701,5,3,3,56,+12.891,5891286,1,1:37.454
702,19,4,4,56,+53.509,5931904,13,1:39.890
703,7,5,5,56,+1:08.666,5947061,5,1:38.913
704,18,6,6,56,+1:13.673,5952068,11,1:39.654
705,9,7,7,56,+1:14.224,5952619,7,1:39.325
706,14,8,8,56,+1:20.750,5959145,10,1:39.640
707,4,9,9,56,+1:21.186,5959581,8,1:39.331
708,15,10,10,56,+1:24.685,5963080,9,1:39.371
709,3,11,11,56,+1:26.683,5965078,4,1:38.900
710,17,12,12,55,\N,\N,12,1:39.743
711,12,13,13,55,\N,\N,14,1:39.911
712,22,14,14,55,\N,\N,15,1:40.126
713,8,15,15,55,\N,\N,16,1:40.516
714,16,16,16,54,\N,\N,6,1:39.233
715,21,17,17,53,\N,\N,17,1:40.764
716,10,R,18,33,\N,\N,18,1:40.926
717,2,R,19,30,\N,\N,19,1:43.131
718,11,R,20,25,\N,\N,20,1:44.062
719,20,R,21,24,\N,\N,21,1:47.603
720,23,R,22,11,\N,\N,22,1:51.765
721,6,1,1,71,1:28:15.270,5295270,1,1:12.445
722,5,2,2,71,+1.493,5296763,3,1:12.584
723,1,3,3,71,+57.019,5352289,6,1:13.150
724,16,4,4,71,+1:02.848,5358118,7,1:13.159
725,10,5,5,71,+1:10.957,5366227,4,1:12.686
726,9,6,6,71,+1:11.317,5366587,10,1:13.452
727,2,7,7,70,\N,\N,2,1:12.506
728,12,8,8,70,\N,\N,8,1:13.361
729,14,9,9,70,\N,\N,13,1:14.195
730,17,10,10,70,\N,\N,5,1:13.116
731,11,11,11,70,\N,\N,9,1:13.368
732,22,12,12,69,\N,\N,19,1:14.914
733,18,13,13,69,\N,\N,11,1:13.643
734,23,14,14,68,\N,\N,14,1:14.329
735,20,R,15,43,\N,\N,20,1:15.202
736,8,R,16,40,\N,\N,17,1:14.742
737,4,R,17,35,\N,\N,18,1:14.891
738,19,R,18,34,\N,\N,16,1:14.423
739,7,R,19,20,\N,\N,12,1:14.039
740,15,R,20,14,\N,\N,15,1:14.398
741,21,R,21,2,\N,\N,21,1:50.404
742,3,R,22,2,\N,\N,22,2:02.680
743,1,1,1,57,1:29:46.205,5386205,3,1:32.534
744,5,2,2,57,+1.246,5387451,2,1:32.523
745,3,3,3,57,+19.360,5405565,8,1:32.864
746,12,4,4,57,+19.992,5406197,5,1:32.729
747,4,5,5,57,+37.048,5423253,7,1:32.771
748,9,6,6,57,+41.932,5428137,4,1:32.660
749,10,7,7,57,+1:03.043,5449248,1,1:32.408
750,15,8,8,57,+1:06.771,5452976,10,1:33.212
751,6,9,9,57,+1:09.907,5456112,6,1:32.739
752,14,10,10,57,+1:15.541,5461746,11,1:33.376
753,20,11,11,57,+1:25.997,5472202,12,1:33.480
754,16,12,12,56,\N,\N,14,1:33.772
755,21,13,13,56,\N,\N,9,1:33.108
756,7,14,14,56,\N,\N,16,1:34.112
757,11,15,15,56,\N,\N,15,1:33.840
758,8,16,16,56,\N,\N,18,1:34.852
759,18,17,17,55,\N,\N,19,1:35.940
760,22,18,18,53,\N,\N,20,1:37.104
761,23,R,19,35,\N,\N,21,1:38.302
762,17,R,20,29,\N,\N,13,1:33.694
763,2,R,21,21,\N,\N,17,1:34.320
764,19,R,22,0,\N,\N,\N,\N
765,2,1,1,56,1:30:40.529,5440529,2,1:35.294
766,1,2,2,56,+4.585,5445114,1,1:34.803
767,12,3,3,56,+9.631,5450160,4,1:35.604
768,4,4,4,56,+39.351,5479880,3,1:35.566
769,6,5,5,56,+43.254,5483783,8,1:35.954
770,5,6,6,56,+43.854,5484383,5,1:35.647
771,17,7,7,56,+1:20.461,5520990,9,1:36.002
772,7,8,8,56,+1:21.288,5521817,6,1:35.686
773,8,9,9,55,\N,\N,11,1:36.380
774,11,10,10,55,\N,\N,10,1:36.188
775,20,11,11,54,\N,\N,16,1:37.387
776,19,12,12,54,\N,\N,18,1:38.198
777,18,13,13,54,\N,\N,19,1:39.510
778,22,14,14,53,\N,\N,20,1:40.199
779,16,R,15,48,\N,\N,7,1:35.751
780,21,R,16,41,\N,\N,14,1:37.313
781,23,R,17,33,\N,\N,21,1:42.833
782,15,R,18,26,\N,\N,13,1:36.867
783,9,R,19,15,\N,\N,12,1:36.771
784,14,R,20,10,\N,\N,17,1:38.078
785,10,R,21,6,\N,\N,15,1:37.366
786,3,R,22,0,\N,\N,\N,\N
787,1,1,1,57,1:34:27.870,5667870,2,1:26.189
788,3,2,2,57,+1.8,5669670,1,1:26.045
789,7,3,3,57,+24.8,5692670,10,1:27.810
790,16,4,4,57,+31.0,5698870,7,1:27.700
791,2,5,5,57,+38.1,5705970,5,1:27.561
792,17,6,6,57,+49.5,5717370,13,1:28.321
793,11,7,7,57,+51.9,5719770,6,1:27.690
794,14,8,8,57,+53.9,5721770,12,1:28.250
795,21,9,9,57,+78.8,5746670,14,1:28.367
796,12,10,10,56,\N,\N,8,1:27.799
797,19,11,11,56,\N,\N,15,1:29.238
798,22,12,12,55,\N,\N,17,1:30.574
799,23,13,13,54,\N,\N,18,1:33.737
800,4,R,14,46,\N,\N,4,1:27.464
801,18,R,15,39,\N,\N,16,1:29.687
802,20,R,16,37,\N,\N,11,1:27.988
803,5,R,17,32,\N,\N,3,1:27.180
804,9,R,18,22,\N,\N,9,1:27.800
805,15,R,19,4,\N,\N,19,1:41.351
806,8,R,20,0,\N,\N,\N,\N
807,10,R,21,0,\N,\N,\N,\N
808,6,R,22,0,\N,\N,\N,\N
809,5,1,1,62,1:31:06.486,5466486,2,1:24.624
810,1,2,2,62,+2.096,5468582,1,1:24.569
811,4,3,3,62,+15.868,5482354,4,1:25.096
812,6,4,4,62,+17.096,5483582,10,1:25.528
813,3,5,5,62,+17.524,5484010,3,1:25.027
814,9,6,6,62,+37.739,5504225,9,1:25.488
815,12,7,7,62,+39.635,5506121,6,1:25.347
816,2,8,8,62,+40.200,5506686,7,1:25.353
817,7,9,9,62,+45.511,5511997,5,1:25.316
818,11,10,10,62,+1:17.851,5544337,13,1:26.129
819,10,11,11,62,+1:19.675,5546161,15,1:26.418
820,17,12,12,62,+1:22.370,5548856,8,1:25.438
821,16,13,13,61,\N,\N,12,1:25.996
822,20,14,14,61,\N,\N,11,1:25.679
823,21,15,15,61,\N,\N,14,1:26.248
824,18,16,16,60,\N,\N,18,1:27.160
825,14,R,17,47,\N,\N,17,1:26.855
826,22,R,18,44,\N,\N,20,1:29.100
827,15,R,19,40,\N,\N,16,1:26.759
828,23,R,20,23,\N,\N,21,1:31.032
829,8,R,21,5,\N,\N,19,1:28.039
830,19,R,22,0,\N,\N,\N,\N
831,5,1,1,60,1:35:58.765,5758765,1,1:32.099
832,1,2,2,60,+3.751,5762516,3,1:32.532
833,6,3,3,60,+4.447,5763212,5,1:33.099
834,3,4,4,60,+4.879,5763644,2,1:32.472
835,11,5,5,60,+1:12.586,5831351,9,1:33.952
836,2,6,6,60,+1:14.116,5832881,4,1:32.964
837,10,7,7,60,+1:14.565,5833330,7,1:33.579
838,17,8,8,60,+1:29.364,5848129,12,1:34.037
839,8,9,9,59,\N,\N,10,1:33.953
840,16,10,10,59,\N,\N,11,1:34.035
841,21,11,11,59,\N,\N,14,1:34.091
842,18,12,12,59,\N,\N,18,1:35.504
843,19,13,13,59,\N,\N,17,1:35.428
844,7,R,14,52,\N,\N,8,1:33.607
845,4,R,15,52,\N,\N,6,1:33.571
846,22,R,16,45,\N,\N,19,1:36.706
847,23,R,17,29,\N,\N,20,1:37.214
848,12,R,18,28,\N,\N,13,1:34.042
849,15,R,19,28,\N,\N,15,1:34.553
850,9,R,20,12,\N,\N,16,1:35.415
851,14,R,21,2,\N,\N,21,2:24.500
852,20,R,22,0,\N,\N,\N,\N
853,1,1,1,66,1:26:21.759,5181759,2,1:16.723
854,5,2,2,66,+18.502,5200261,3,1:16.922
855,2,3,3,66,+23.951,5205710,4,1:17.083
856,6,4,4,66,+29.853,5211612,1,1:16.648
857,3,5,5,66,+56.875,5238634,5,1:17.357
858,12,6,6,66,+58.347,5240106,6,1:17.367
859,11,7,7,65,\N,\N,7,1:17.399
860,16,8,8,65,\N,\N,10,1:17.869
861,9,9,9,65,\N,\N,11,1:17.900
862,8,10,10,65,\N,\N,13,1:18.465
863,10,11,11,65,\N,\N,8,1:17.861
864,17,12,12,65,\N,\N,12,1:18.050
865,15,13,13,65,\N,\N,15,1:18.516
866,14,14,14,65,\N,\N,9,1:17.862
867,20,15,15,63,\N,\N,14,1:18.488
868,18,16,16,63,\N,\N,18,1:19.265
869,22,17,17,62,\N,\N,21,1:20.411
870,19,R,18,48,\N,\N,20,1:19.532
871,21,R,19,47,\N,\N,16,1:18.541
872,7,R,20,31,\N,\N,17,1:18.621
873,4,R,21,17,\N,\N,19,1:19.482
874,23,R,22,10,\N,\N,22,1:22.389
875,1,1,1,78,1:43:43.116,6223116,3,1:15.671
876,4,2,2,78,+14.567,6237683,6,1:16.008
877,14,3,3,78,+52.298,6275414,19,1:17.849
878,11,4,4,78,+53.337,6276453,12,1:17.320
879,5,5,5,78,+53.830,6276946,1,1:15.143
880,2,6,6,78,+1:02.072,6285188,5,1:15.919
881,16,7,7,77,\N,\N,11,1:17.319
882,7,8,8,77,\N,\N,15,1:17.540
883,6,9,9,77,\N,\N,7,1:16.612
884,20,10,10,77,\N,\N,17,1:17.660
885,12,11,11,77,\N,\N,10,1:17.300
886,19,12,12,77,\N,\N,16,1:17.603
887,21,13,13,77,\N,\N,14,1:17.481
888,17,14,14,77,\N,\N,18,1:17.767
889,18,15,15,76,\N,\N,13,1:17.329
890,23,16,16,75,\N,\N,22,1:19.104
891,8,17,17,72,\N,\N,8,1:17.180
892,15,R,18,56,\N,\N,20,1:17.930
893,10,R,19,51,\N,\N,9,1:17.227
894,3,R,20,50,\N,\N,2,1:15.325
895,9,R,21,48,\N,\N,4,1:15.680
896,22,R,22,46,\N,\N,21,1:18.793
897,1,1,1,60,1:25:51.927,5151927,1,1:21.599
898,5,2,2,60,+13.951,5165878,2,1:21.934
899,3,3,3,60,+18.672,5170599,5,1:22.461
900,2,4,4,60,+19.976,5171903,3,1:22.238
901,6,5,5,60,+31.559,5183486,4,1:22.371
902,4,6,6,60,+1:04.769,5216696,8,1:22.780
903,16,7,7,60,+1:14.594,5226521,6,1:22.706
904,17,8,8,60,+1:18.299,5230226,10,1:22.921
905,10,9,9,60,+1:19.008,5230935,9,1:22.916
906,11,10,10,59,\N,\N,11,1:23.224
907,8,11,11,59,\N,\N,7,1:22.744
908,14,12,12,59,\N,\N,14,1:23.995
909,20,13,13,59,\N,\N,15,1:24.221
910,15,14,14,59,\N,\N,12,1:23.712
911,19,15,15,59,\N,\N,13,1:23.977
912,18,16,16,58,\N,\N,16,1:24.636
913,22,17,17,57,\N,\N,18,1:26.520
914,23,18,18,57,\N,\N,19,1:27.167
915,12,R,19,8,\N,\N,17,1:25.207
916,21,R,20,1,\N,\N,\N,\N
917,7,R,21,0,\N,\N,\N,\N
918,9,R,22,0,\N,\N,\N,\N
919,1,1,1,70,1:34:37.308,5677308,2,1:15.911
920,5,2,2,70,+2.1,5679408,3,1:15.993
921,3,3,3,70,+8.8,5686108,1,1:15.841
922,2,4,4,70,+15.6,5692908,4,1:16.669
923,6,5,5,70,+25.1,5702408,5,1:17.308
924,8,6,6,69,\N,\N,8,1:17.503
925,16,7,7,69,\N,\N,7,1:17.454
926,14,8,8,69,\N,\N,10,1:17.619
927,12,9,9,69,\N,\N,13,1:18.001
928,21,10,10,69,\N,\N,12,1:17.720
929,15,11,11,69,\N,\N,9,1:17.576
930,9,12,12,69,\N,\N,11,1:17.705
931,20,13,13,68,\N,\N,14,1:18.078
932,18,14,14,66,\N,\N,18,1:19.291
933,22,15,15,64,\N,\N,19,1:20.490
934,17,R,16,58,\N,\N,6,1:17.394
935,7,R,17,58,\N,\N,16,1:18.793
936,4,R,18,13,\N,\N,15,1:18.493
937,11,R,19,11,\N,\N,17,1:19.286
938,23,R,20,2,\N,\N,20,2:07.709
939,10,R,21,1,\N,\N,\N,\N
940,19,R,22,0,\N,\N,\N,\N
941,5,1,1,73,1:34:35.199,5675199,1,1:12.719
942,6,2,2,73,+7.984,5683183,2,1:12.954
943,2,3,3,73,+16.595,5691794,3,1:13.131
944,8,4,4,73,+23.604,5698803,5,1:13.269
945,1,5,5,73,+28.410,5703609,6,1:13.316
946,11,6,6,73,+36.513,5711712,7,1:13.611
947,14,7,7,72,\N,\N,11,1:14.730
948,20,8,8,72,\N,\N,9,1:14.286
949,10,9,9,72,\N,\N,10,1:14.707
950,7,R,10,62,\N,\N,4,1:13.225
951,19,R,11,37,\N,\N,12,1:14.731
952,17,R,12,23,\N,\N,8,1:13.934
953,18,R,13,9,\N,\N,13,1:22.036
954,22,R,14,6,\N,\N,14,1:43.802
955,12,R,15,3,\N,\N,15,2:04.692
956,3,R,16,0,\N,\N,\N,\N
957,16,R,17,0,\N,\N,\N,\N
958,4,R,18,0,\N,\N,\N,\N
959,9,R,19,0,\N,\N,\N,\N
960,21,R,20,0,\N,\N,\N,\N
961,15,R,21,0,\N,\N,\N,\N
962,23,R,22,0,\N,\N,\N,\N
963,5,1,1,70,1:32:07.803,5527803,1,1:17.111
964,1,2,2,70,+10.1,5537903,5,1:17.770
965,6,3,3,70,+22.5,5550303,2,1:17.141
966,7,4,4,70,+27.2,5555003,6,1:17.809
967,3,5,5,70,+33.0,5560803,4,1:17.717
968,2,6,6,70,+45.2,5573003,9,1:18.057
969,4,7,7,70,+49.4,5577203,3,1:17.625
970,16,8,8,69,\N,\N,14,1:18.809
971,14,9,9,69,\N,\N,17,1:18.978
972,21,10,10,69,\N,\N,12,1:18.674
973,17,11,11,69,\N,\N,7,1:17.906
974,15,12,12,69,\N,\N,16,1:18.968
975,20,13,13,69,\N,\N,10,1:18.241
976,10,14,14,68,\N,\N,13,1:18.796
977,19,15,15,68,\N,\N,18,1:19.356
978,23,16,16,67,\N,\N,20,1:20.113
979,12,R,17,61,\N,\N,11,1:18.510
980,9,R,18,55,\N,\N,15,1:18.859
981,8,R,19,39,\N,\N,8,1:18.036
982,11,R,20,28,\N,\N,19,1:20.094
983,18,R,21,11,\N,\N,21,1:21.663
984,22,R,22,0,\N,\N,\N,\N
985,5,1,1,67,1:27:51.693,5271693,1,1:16.357
986,6,2,2,67,+0.7,5272393,2,1:16.392
987,3,3,3,67,+13.2,5284893,3,1:16.475
988,12,4,4,67,+18.8,5290493,7,1:16.818
989,1,5,5,67,+23.7,5295393,9,1:17.256
990,2,6,6,67,+24.8,5296493,8,1:16.981
991,8,7,7,67,+26.5,5298193,5,1:16.807
992,15,8,8,67,+48.1,5319793,12,1:17.719
993,7,9,9,67,+60.3,5331993,4,1:16.763
994,20,10,10,66,\N,\N,10,1:17.407
995,14,11,11,66,\N,\N,13,1:17.811
996,21,12,12,66,\N,\N,11,1:17.450
997,9,R,13,59,\N,\N,6,1:16.812
998,22,R,14,38,\N,\N,19,1:19.413
999,17,R,15,30,\N,\N,17,1:18.904
1000,11,R,16,18,\N,\N,14,1:18.029
1001,16,R,17,9,\N,\N,18,1:19.264
1002,4,R,18,2,\N,\N,20,1:19.649
1003,23,R,19,1,\N,\N,\N,\N
1004,10,R,20,0,\N,\N,\N,\N
1005,19,D,21,66,\N,\N,15,1:18.247
1006,18,D,22,66,\N,\N,16,1:18.718
1007,12,1,1,70,1:52:20.941,6740941,4,1:25.143
1008,4,2,2,70,+30.837,6771778,2,1:24.315
1009,16,3,3,70,+43.822,6784763,7,1:25.801
1010,11,4,4,70,+45.205,6786146,3,1:24.678
1011,14,5,5,69,\N,\N,10,1:27.572
1012,7,6,6,69,\N,\N,5,1:25.247
1013,6,7,7,69,\N,\N,1,1:23.516
1014,5,8,8,67,\N,\N,11,1:27.834
1015,18,9,9,67,\N,\N,13,1:28.178
1016,19,10,10,67,\N,\N,8,1:26.117
1017,21,11,11,66,\N,\N,9,1:26.249
1018,8,12,12,65,\N,\N,6,1:25.779
1019,22,13,13,65,\N,\N,15,1:30.957
1020,1,R,14,51,\N,\N,14,1:29.408
1021,3,R,15,25,\N,\N,16,1:33.690
1022,20,R,16,25,\N,\N,19,1:38.858
1023,10,R,17,19,\N,\N,20,1:38.964
1024,2,R,18,18,\N,\N,17,1:35.550
1025,15,R,19,6,\N,\N,18,1:38.702
1026,9,R,20,1,\N,\N,\N,\N
1027,23,R,21,0,\N,\N,\N,\N
1028,17,D,22,69,\N,\N,12,1:28.154
1029,6,1,1,58,1:28:51.082,5331082,2,1:28.123
1030,1,2,2,58,+5.575,5336657,3,1:28.245
1031,5,3,3,58,+5.656,5336738,1,1:28.005
1032,12,4,4,58,+12.334,5343416,4,1:28.474
1033,4,5,5,58,+45.908,5376990,7,1:28.959
1034,2,6,6,58,+46.594,5377676,5,1:28.546
1035,7,7,7,58,+59.337,5390419,8,1:29.084
1036,11,8,8,58,+60.034,5391116,6,1:28.733
1037,8,9,9,57,\N,\N,13,1:30.048
1038,9,10,10,57,\N,\N,15,1:30.088
1039,15,11,11,57,\N,\N,11,1:30.025
1040,17,12,12,57,\N,\N,9,1:29.723
1041,21,13,13,57,\N,\N,10,1:29.933
1042,16,14,14,56,\N,\N,16,1:30.335
1043,14,15,15,55,\N,\N,12,1:30.026
1044,19,R,16,46,\N,\N,17,1:30.403
1045,22,N,17,41,\N,\N,18,1:31.814
1046,10,R,18,25,\N,\N,14,1:30.071
1047,23,R,19,23,\N,\N,20,1:32.337
1048,20,R,20,12,\N,\N,19,1:32.148
1049,3,R,21,1,\N,\N,\N,\N
1050,18,R,22,0,\N,\N,\N,\N
1051,5,1,1,53,1:14:51.975,4491975,2,1:22.575
1052,3,2,2,53,+8.046,4500021,1,1:22.559
1053,17,3,3,53,+26.414,4518389,4,1:23.111
1054,2,4,4,53,+32.045,4524020,8,1:23.617
1055,12,5,5,53,+32.685,4524660,7,1:23.518
1056,11,6,6,53,+42.409,4534384,10,1:23.794
1057,8,7,7,53,+44.662,4536637,11,1:23.869
1058,16,8,8,53,+45.309,4537284,6,1:23.294
1059,6,9,9,53,+45.995,4537970,3,1:23.003
1060,9,10,10,53,+72.602,4564577,12,1:24.197
1061,15,11,11,52,\N,\N,13,1:24.571
1062,14,12,12,52,\N,\N,17,1:24.984
1063,21,13,13,52,\N,\N,18,1:25.094
1064,20,14,14,52,\N,\N,14,1:24.764
1065,7,15,15,52,\N,\N,16,1:24.837
1066,22,16,16,51,\N,\N,21,1:25.676
1067,19,17,17,51,\N,\N,20,1:25.494
1068,18,R,18,44,\N,\N,15,1:24.822
1069,1,R,19,43,\N,\N,5,1:23.121
1070,4,R,20,20,\N,\N,9,1:23.702
1071,23,R,21,18,\N,\N,22,1:26.548
1072,10,R,22,9,\N,\N,19,1:25.362
1073,5,1,1,56,1:37:32.747,5852747,2,1:38.553
1074,1,2,2,56,+3.121,5855868,1,1:37.586
1075,2,3,3,56,+44.197,5896944,6,1:39.332
1076,12,4,4,56,+72.056,5924803,5,1:39.206
1077,4,5,5,56,+77.137,5929884,3,1:39.149
1078,11,6,6,56,+79.131,5931878,9,1:39.749
1079,16,7,7,56,+91.979,5944726,4,1:39.164
1080,9,8,8,56,+103.588,5956335,12,1:39.907
1081,14,9,9,56,+103.796,5956543,15,1:40.549
1082,20,10,10,55,\N,\N,18,1:41.710
1083,10,11,11,55,\N,\N,14,1:40.471
1084,15,12,12,55,\N,\N,10,1:39.801
1085,17,13,13,55,\N,\N,13,1:40.193
1086,21,14,14,55,\N,\N,8,1:39.681
1087,19,15,15,53,\N,\N,17,1:41.483
1088,23,16,16,52,\N,\N,19,1:41.847
1089,7,R,17,49,\N,\N,11,1:39.823
